Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Contract,Monthly Charge,Customer Status
5522-JBWMO,0,62,0,2,0,1,None,15.66,Month-to-Month,44.0,0
5003-OKNNK,1,44,1,3,10,15,Offer D,46.64,One Year,20.35,0
6278-FEPBZ,1,57,0,0,0,9,Offer E,2.6,Month-to-Month,20.25,0
6478-HRRCZ,0,47,1,0,7,32,None,44.45,One Year,70.5,0
7969-FFOWG,0,30,1,0,2,65,Offer B,18.07,Two Year,19.9,0
7576-OYWBN,0,71,0,0,0,3,None,30.25,Month-to-Month,76.05,1
8309-PPCED,1,33,1,0,1,72,None,46.23,Two Year,110.45,0
3588-WSTTJ,1,78,0,0,0,35,Offer C,31.64,Month-to-Month,99.05,0
5993-JSUWV,1,25,0,0,0,66,None,21.37,Two Year,61.15,0
2157-MXBJS,0,20,1,0,1,13,Offer D,41.22,One Year,75.3,1
8565-CLBZW,0,23,0,0,0,24,None,27.97,Month-to-Month,89.85,1
3594-UVONA,1,27,0,0,0,35,Offer C,8.8,One Year,85.95,1
4039-HEUNW,0,77,1,0,1,36,None,16.61,Month-to-Month,96.5,1
1456-TWCGB,0,34,0,0,0,4,None,38.01,Month-to-Month,49.25,0
4804-NCPET,0,32,1,3,3,19,None,31.7,Two Year,20.2,0
0133-BMFZO,1,40,0,0,0,2,None,36.81,Month-to-Month,86.25,1
3092-IGHWF,0,34,1,0,1,67,Offer A,28.4,One Year,87.4,1
7718-RXDGG,0,54,1,0,9,15,Offer D,24.17,Month-to-Month,68.6,0
1336-EZFZY,1,33,0,0,0,4,None,25.8,Month-to-Month,20.05,0
1794-SWWKL,0,22,1,2,6,15,Offer D,24.36,Month-to-Month,59.65,0
1092-WPIVQ,1,33,1,1,2,18,Offer D,39.56,Two Year,25.1,0
8896-RAZCR,1,42,0,0,0,44,Offer B,13.45,Two Year,19.9,0
7216-KAOID,0,27,1,1,8,41,Offer B,39.53,One Year,19.5,0
3372-KWFBM,0,76,0,0,0,16,None,19.18,Month-to-Month,86.6,1
4322-RCYMT,0,63,1,0,1,68,Offer A,29.18,One Year,75.8,1
9389-ACWBI,1,47,1,2,1,5,None,1.38,Month-to-Month,69.95,0
7048-GXDAY,0,55,0,0,0,39,Offer C,17.17,Month-to-Month,106.4,0
7602-DBTOU,1,46,1,0,2,71,None,37.83,Two Year,19.6,0
1697-BCSHV,1,44,1,1,2,58,Offer B,44.1,Month-to-Month,66.8,0
0411-EZJZE,1,62,0,0,0,3,None,20.1,Month-to-Month,60.25,0
8620-RJPZN,1,27,0,0,0,1,None,45.86,Month-to-Month,20.7,0
2273-QCKXA,0,39,0,0,0,1,None,25.77,Month-to-Month,49.05,0
4462-CYWMH,0,65,1,0,7,62,Offer B,27.49,Month-to-Month,89.8,0
6248-TKCQV,1,37,1,0,5,70,None,43.81,Two Year,80.6,0
6345-FZOQH,0,40,1,0,3,69,Offer A,30.86,Two Year,19.9,0
0784-GTUUK,0,26,1,0,6,62,None,32.28,One Year,23.75,0
1478-VPOAD,1,39,0,0,0,1,Offer E,37.5,Month-to-Month,43.8,0
1038-ZAGBI,1,59,1,0,1,12,None,37.65,One Year,19.8,1
5597-GLBUC,1,48,0,0,0,1,Offer E,22.97,Month-to-Month,85.45,1
0270-THENM,0,62,1,2,1,72,None,28.37,Two Year,69.85,0
6582-PLFUU,0,40,1,1,1,51,Offer B,28.96,Two Year,19.55,0
4847-QNOKA,1,30,0,0,0,1,Offer E,41.78,Month-to-Month,44.9,1
3882-IYOIJ,1,41,1,1,1,60,Offer B,43.33,Two Year,-9.0,0
0731-EBJQB,1,24,1,0,3,52,Offer B,5.65,One Year,20.4,0
9391-TTOYH,1,33,0,0,0,23,Offer D,13.98,Month-to-Month,19.5,0
9359-UGBTK,1,63,0,0,0,67,None,5.39,One Year,72.35,0
4713-LZDRV,1,80,0,0,0,2,Offer E,31.91,Month-to-Month,79.6,1
5924-SNGKP,1,39,0,0,0,41,None,6.61,One Year,20.25,0
4484-GLZOU,1,20,1,0,6,52,None,10.59,Month-to-Month,105.05,1
9227-UAQFT,0,40,0,0,0,16,Offer D,40.17,Two Year,19.75,0
2651-ZCBXV,0,49,0,0,0,54,Offer B,17.76,Two Year,108.0,0
2474-BRUCM,0,76,1,0,1,40,None,2.85,Month-to-Month,101.85,1
2400-FEQME,0,57,1,3,1,55,Offer B,40.94,Two Year,20.5,0
8404-FYDIB,0,19,0,0,0,26,Offer C,49.87,Month-to-Month,86.65,0
4607-CHPCA,0,63,1,0,1,25,None,35.27,One Year,90.4,1
7061-OVMIM,1,57,1,0,1,30,None,21.14,One Year,19.55,0
0195-IESCP,0,26,1,0,1,10,Offer D,2.02,Month-to-Month,85.25,1
2898-MRKPI,0,36,1,1,10,68,Offer A,34.62,One Year,101.05,0
5651-YLPRD,1,45,1,3,7,32,None,26.66,Month-to-Month,86.1,0
3727-OVPRY,0,32,1,3,3,66,Offer A,42.84,One Year,25.7,0
1666-JXLKU,1,64,0,0,0,37,Offer C,17.46,Month-to-Month,100.05,0
2362-IBOOY,0,22,0,0,0,36,Offer C,43.97,Month-to-Month,84.75,1
7766-CLTIC,1,58,0,0,0,10,None,8.35,Month-to-Month,60.95,0
6999-CHVCF,0,40,0,0,0,68,None,49.42,Two Year,102.1,0
8840-DQLGN,1,65,1,0,1,35,None,15.98,Month-to-Month,100.5,1
8080-DDEMJ,0,71,0,0,0,1,Offer E,15.28,Month-to-Month,45.1,1
1689-MRZQR,0,36,1,0,1,34,None,13.45,Month-to-Month,78.3,1
1724-IQWNM,0,37,0,1,0,1,Offer E,8.66,Month-to-Month,19.3,0
5159-YFPKQ,1,37,0,0,0,2,Offer E,24.31,Month-to-Month,75.8,1
1110-KYLGQ,1,46,0,0,0,63,None,5.17,Month-to-Month,108.25,0
2347-WKKAE,0,52,1,0,9,42,None,41.16,Month-to-Month,94.4,0
7534-BFESC,0,69,0,0,0,24,Offer C,30.87,Month-to-Month,76.1,1
9626-VFRGG,1,33,0,2,0,41,None,18.72,Month-to-Month,88.5,0
3977-QCRSL,1,30,0,0,0,5,Offer E,3.37,Month-to-Month,20.15,0
3680-CTHUH,0,22,0,0,0,60,None,44.24,One Year,116.6,0
1624-NALOJ,0,75,0,0,0,5,None,36.36,Month-to-Month,89.8,1
0793-TWELN,1,27,0,0,0,4,Offer E,6.5,Month-to-Month,80.15,0
7739-LAXOG,1,51,1,0,1,32,None,46.92,Month-to-Month,91.05,1
6734-PSBAW,0,46,1,0,1,72,Offer A,1.86,Two Year,23.55,0
0516-WJVXC,1,21,0,0,0,5,None,3.61,Month-to-Month,54.2,1
6543-JXSOO,1,30,1,0,5,23,Offer D,12.88,One Year,57.75,0
2351-BKRZW,1,30,1,1,10,43,None,29.98,Two Year,75.2,0
0602-DDUML,1,21,0,0,0,57,None,36.14,Two Year,69.75,0
9253-VIFJQ,0,50,1,0,6,65,Offer B,39.49,One Year,67.05,0
1575-KRZZE,1,64,0,0,0,4,Offer E,7.49,Month-to-Month,55.2,0
4701-LKOZD,1,64,0,0,0,70,None,29.53,Two Year,89.75,0
2829-HYVZP,0,42,0,0,0,29,None,46.12,One Year,19.8,0
5956-VKDTT,1,72,1,0,4,5,Offer E,45.76,Month-to-Month,74.35,1
2621-UDNLU,1,35,1,0,9,3,None,11.77,Month-to-Month,20.85,0
0118-JPNOY,1,71,0,0,0,26,None,33.74,Month-to-Month,85.8,0
6000-APYLU,0,39,0,0,0,9,None,20.34,Month-to-Month,80.8,1
1354-YZFNB,0,53,1,3,0,4,Offer E,29.09,Two Year,19.55,0
3957-HHLMR,1,50,1,0,1,70,Offer A,29.72,One Year,65.2,0
9565-JSNFM,0,39,0,0,0,38,None,33.71,One Year,70.45,1
0259-GBZSH,0,22,0,0,0,2,Offer E,40.43,Month-to-Month,85.65,1
4849-PYRLQ,1,80,0,0,0,56,None,37.3,Two Year,73.25,0
9402-ORRAH,1,80,0,0,0,15,None,39.57,Two Year,91.5,0
1389-CXMLU,0,65,0,0,0,3,Offer E,26.32,Month-to-Month,91.05,1
2867-UIMSS,0,24,0,0,0,1,None,35.77,Month-to-Month,80.5,1
1984-FCOWB,1,21,1,0,1,70,Offer A,41.88,One Year,109.5,1
0379-DJQHR,0,60,1,0,1,67,None,45.25,Two Year,81.35,0
3688-FTHLT,1,56,0,0,0,16,None,42.73,Month-to-Month,63.05,0
1752-OZXFY,0,39,1,0,6,60,Offer B,15.24,One Year,59.8,0
2928-HLDBA,1,31,0,0,0,6,Offer E,7.72,Month-to-Month,20.7,0
7445-WMRBW,1,49,0,0,0,48,Offer B,21.39,One Year,73.85,0
3541-ZNUHK,1,51,1,2,5,55,None,20.1,Month-to-Month,85.1,0
0983-TATYJ,1,42,1,0,7,33,None,48.09,One Year,51.45,0
9102-OXKFY,0,35,0,0,0,59,Offer B,49.48,Two Year,54.15,0
5940-NFXKV,0,59,1,0,1,19,None,14.09,Month-to-Month,83.65,1
4770-QAZXN,1,42,0,0,0,13,Offer D,46.3,Month-to-Month,19.45,0
2921-XWDJH,1,76,1,0,0,38,None,3.42,Two Year,83.45,0
3552-CTCYF,0,42,1,3,4,63,Offer B,40.73,Two Year,104.8,0
9650-VBUOG,0,44,1,1,9,38,Offer C,33.1,Two Year,25.05,0
9465-RWMXL,0,62,1,0,1,32,Offer C,22.57,Month-to-Month,78.9,1
3194-ORPIK,1,59,1,0,1,50,None,35.33,Month-to-Month,84.4,1
7254-IQWOZ,0,30,0,0,0,1,Offer E,28.7,Month-to-Month,69.65,1
5857-TYBCJ,0,72,1,0,6,44,Offer B,14.65,Two Year,89.2,0
8535-SFUTN,0,21,0,0,0,61,Offer B,36.05,Month-to-Month,106.45,0
3521-HTQTV,0,54,0,0,0,34,None,20.47,Two Year,26.1,0
7964-YESJC,1,21,1,0,6,24,None,9.3,Month-to-Month,66.3,0
4194-FJARJ,1,22,1,3,6,54,None,8.53,Two Year,60.0,0
7434-SHXLS,1,21,0,0,0,1,Offer E,15.73,Month-to-Month,20.9,1
2368-GAKKQ,1,28,0,0,0,70,Offer A,17.32,Two Year,113.65,0
9978-HYCIN,0,72,1,1,1,47,None,42.29,One Year,84.95,0
0568-ONFPC,0,34,1,1,1,5,Offer E,40.05,Month-to-Month,25.9,1
8601-QACRS,1,54,0,0,0,5,Offer E,37.1,Month-to-Month,50.6,1
6356-ELRKD,1,29,0,0,0,1,None,6.67,Month-to-Month,95.6,1
8784-CGILN,1,34,0,0,0,18,None,36.49,Month-to-Month,99.85,1
9593-CVZKR,1,20,1,2,2,56,Offer B,31.53,Two Year,24.45,0
2869-ADAWR,1,41,0,0,0,45,Offer B,14.12,Month-to-Month,89.3,1
6599-GZWCM,1,39,0,0,0,13,None,42.62,One Year,74.65,0
4822-RVYBB,0,75,0,0,0,8,Offer E,40.45,Month-to-Month,100.6,1
6727-IOTLZ,0,48,1,0,3,14,Offer D,5.17,Two Year,81.95,0
0201-OAMXR,1,30,0,0,0,70,Offer A,10.21,One Year,115.55,1
2207-RYYRL,0,34,1,1,6,52,Offer B,29.55,Two Year,24.55,0
8003-EWNDZ,1,52,0,0,0,10,None,10.46,Month-to-Month,21.2,0
1428-GTBJJ,0,20,0,0,0,11,None,5.4,Month-to-Month,74.55,1
2982-VPSGI,1,64,1,0,1,11,Offer D,25.67,Month-to-Month,94.0,1
5906-CVLHP,1,60,1,0,1,45,None,42.04,One Year,54.15,1
0506-YLVKJ,0,54,1,1,1,46,None,45.92,Two Year,20.2,0
5569-OUICF,1,67,1,0,1,28,Offer C,16.43,Month-to-Month,101.3,1
2439-QKJUL,0,31,0,0,0,5,None,7.83,Month-to-Month,20.25,0
5035-BVCXS,0,20,0,0,0,11,None,13.55,Month-to-Month,75.9,0
2882-DDZPG,1,27,0,0,0,12,None,35.81,Month-to-Month,19.45,0
5680-LQOGP,1,21,0,0,0,68,Offer A,14.86,Two Year,82.45,0
1427-VERSM,1,62,1,0,3,56,Offer B,7.0,Month-to-Month,98.7,0
5447-WZAFP,1,22,0,0,0,53,Offer B,8.33,One Year,100.3,0
9644-UMGQA,0,48,1,3,1,6,Offer E,34.7,Month-to-Month,49.15,0
0570-BFQHT,1,38,0,0,0,9,None,32.57,Month-to-Month,80.55,0
6457-GIRWB,0,57,0,0,0,1,None,22.03,Month-to-Month,69.35,1
4237-CLSMM,0,45,1,0,10,2,None,34.38,Month-to-Month,20.0,0
9738-QLWTP,0,47,0,0,0,39,None,35.13,One Year,81.9,0
5955-ERIHD,0,53,1,0,1,18,Offer D,31.49,Month-to-Month,94.7,1
7746-QYVCO,0,57,1,0,1,16,Offer D,21.04,One Year,55.85,0
3106-ULWFW,1,32,1,0,0,8,Offer E,26.41,Month-to-Month,85.2,1
2388-LAESQ,1,74,1,0,3,72,Offer A,28.72,Two Year,114.85,0
0581-MDMPW,1,63,0,0,0,24,Offer C,44.09,Month-to-Month,88.95,0
3834-XUIFC,0,23,0,0,0,7,Offer E,18.83,Month-to-Month,85.2,1
2703-AMTUL,0,40,1,1,2,36,None,8.0,One Year,53.65,0
4495-LHSSK,1,25,0,2,0,18,Offer D,17.51,Month-to-Month,57.65,0
8896-BQTTI,0,41,0,0,0,1,Offer E,3.39,Month-to-Month,25.0,0
1550-EENBN,1,23,0,0,0,31,None,45.71,Month-to-Month,104.35,0
9548-LIGTA,0,26,1,0,2,61,None,20.34,Two Year,81.05,0
2805-AUFQN,1,42,0,0,0,25,Offer C,13.93,Two Year,19.8,0
2257-BOVXD,0,48,1,0,3,14,None,22.14,Month-to-Month,66.6,0
4513-CXYIX,1,73,1,0,4,71,Offer A,43.99,Two Year,80.7,0
7318-EIVKO,0,38,0,0,0,8,Offer E,48.2,Month-to-Month,59.25,0
8160-HOWOX,1,30,0,0,0,7,None,48.16,Month-to-Month,66.85,0
1841-YSJGV,0,58,1,0,9,72,Offer A,40.78,Two Year,109.95,0
8659-HDIYE,1,68,0,0,0,64,None,27.7,Two Year,74.65,0
3097-FQTVJ,1,23,0,0,0,41,Offer B,10.09,Two Year,20.0,0
1159-WFSGR,1,59,1,2,3,16,Offer D,45.54,Month-to-Month,20.4,0
4803-AXVYP,1,75,0,0,0,38,Offer C,47.39,Month-to-Month,99.55,1
5619-PTMIK,1,25,1,0,1,46,Offer B,44.74,Month-to-Month,53.1,0
5129-JLPIS,0,27,0,0,0,25,None,10.4,Month-to-Month,105.5,0
6204-IEUXJ,1,30,0,0,0,3,Offer E,40.67,Month-to-Month,80.1,1
0083-PIVIK,0,25,0,0,0,64,None,5.49,One Year,81.25,0
5624-BQSSA,1,19,0,0,0,1,None,40.48,Month-to-Month,20.95,1
3407-QGWLG,0,23,0,1,0,3,None,37.85,Month-to-Month,20.05,0
0178-SZBHO,0,54,1,1,7,47,None,1.09,Month-to-Month,87.2,0
1013-QCWAM,1,73,1,0,0,66,Offer A,28.06,Two Year,100.8,0
3005-TYFRD,1,54,1,0,4,55,Offer B,33.66,Month-to-Month,103.65,0
5968-VXZLG,0,45,0,0,0,2,None,1.87,Month-to-Month,46.6,0
4927-WWOOZ,0,39,1,0,0,2,None,49.41,Month-to-Month,91.45,0
8597-CTXVJ,0,31,0,1,0,70,None,26.62,One Year,64.95,0
1986-PHGZF,0,73,0,0,0,18,Offer D,47.34,Two Year,58.4,0
8019-ENHXU,0,50,1,0,1,42,Offer B,34.65,Month-to-Month,99.45,1
0997-YTLNY,1,59,0,2,0,19,Offer D,4.03,Month-to-Month,48.8,0
0562-FGDCR,1,61,1,3,9,72,None,21.84,Two Year,74.55,0
2674-MLXMN,1,73,0,0,0,71,Offer A,34.36,Two Year,99.65,0
6202-DYYFX,1,64,0,0,0,22,Offer D,19.72,One Year,-5.0,0
2565-JSLRY,0,21,0,0,0,1,None,20.26,Month-to-Month,24.05,1
9702-AIUJO,0,22,1,2,10,50,None,36.61,One Year,44.8,0
1852-QSWCD,0,62,1,1,1,64,None,35.25,Two Year,24.8,0
4853-RULSV,0,25,0,0,0,70,Offer A,12.19,Two Year,104.0,1
9451-LPGOO,0,22,0,0,0,7,Offer E,30.61,Month-to-Month,86.8,1
1043-YCUTE,0,19,1,0,1,56,Offer B,13.2,Two Year,25.15,1
3724-BSCVH,0,37,1,1,0,10,Offer D,37.59,One Year,20.45,0
4013-GUXND,0,37,0,0,0,1,Offer E,48.14,Month-to-Month,20.8,0
4821-WQOYN,1,25,1,2,6,72,None,22.05,Two Year,20.1,0
9798-DRYDS,1,52,1,0,6,17,None,47.59,One Year,61.95,0
5148-ORICT,1,23,1,0,2,64,None,18.03,Two Year,74.35,0
0442-TDYUO,0,44,1,0,4,48,None,33.06,Two Year,20.05,0
4913-EHYUI,0,80,1,0,0,56,Offer B,48.8,One Year,104.55,1
9450-TRJUU,0,52,0,0,0,35,None,41.21,Month-to-Month,83.15,0
8348-JLBUG,0,77,1,0,5,64,None,14.87,One Year,80.3,0
6769-DYBQN,0,77,0,0,0,46,None,36.78,Month-to-Month,85.0,1
4550-EVXNY,1,52,0,0,0,1,Offer E,49.24,Month-to-Month,69.65,1
7530-HDYDS,1,26,0,0,0,38,None,17.66,Month-to-Month,84.25,1
8401-EMUWF,0,64,1,1,10,42,Offer B,16.67,Month-to-Month,69.4,0
7760-OYPDY,1,32,0,2,0,2,None,5.85,Month-to-Month,80.65,1
0104-PPXDV,0,61,1,0,10,58,None,18.37,One Year,50.3,0
7639-LIAYI,0,23,0,0,0,52,Offer B,29.16,Two Year,79.75,0
8380-PEFPE,0,60,0,0,0,1,None,17.54,Month-to-Month,71.65,1
1173-NOEYG,1,25,1,0,1,27,None,18.74,Month-to-Month,90.15,0
5947-SGKCL,1,19,1,3,6,15,Offer D,4.19,Month-to-Month,105.35,0
1379-FRVEB,0,31,0,1,0,15,Offer D,30.22,Month-to-Month,91.0,0
4080-OGPJL,1,53,0,0,0,8,Offer E,48.14,Month-to-Month,71.15,1
9134-CEQMF,0,75,1,0,1,7,Offer E,13.63,Month-to-Month,89.5,1
3585-YNADK,1,25,1,0,2,57,None,6.63,One Year,74.6,0
1498-DQNRX,1,46,1,0,0,29,None,5.69,Month-to-Month,19.85,0
5442-PPTJY,0,44,1,3,7,12,Offer D,4.71,Two Year,19.7,0
7938-OUHIO,0,28,0,0,0,3,Offer E,32.76,Month-to-Month,98.7,1
0201-MIBOL,1,68,0,0,0,66,None,10.45,Two Year,102.4,0
3717-FDJFU,0,19,0,1,0,5,Offer E,29.15,Two Year,20.45,0
2952-QAYZF,0,30,0,0,0,5,None,36.52,Month-to-Month,85.3,1
6821-JPCDC,1,29,1,0,4,48,None,47.64,One Year,97.05,0
4184-TJFAN,1,68,1,0,1,3,Offer E,25.77,Month-to-Month,88.3,1
2592-HODOV,0,44,0,0,0,13,Offer D,45.03,One Year,19.3,0
1597-FZREH,1,39,0,0,0,2,Offer E,41.64,Month-to-Month,76.4,1
2806-MLNTI,0,79,1,0,4,52,None,29.15,One Year,105.1,0
1626-ERCMM,0,75,1,0,7,20,None,5.31,Month-to-Month,94.55,1
3946-JEWRQ,0,21,1,0,1,47,None,20.93,One Year,95.2,0
8413-VONUO,0,34,0,0,0,2,None,16.76,Month-to-Month,95.65,1
6275-YDUVO,1,62,0,0,0,2,Offer E,24.05,Month-to-Month,-5.0,1
6691-CCIHA,1,46,1,0,1,62,Offer B,4.7,Two Year,84.95,0
9909-DFRJA,1,60,0,0,0,26,Offer C,40.14,One Year,95.85,0
8573-CGOCC,0,48,0,0,0,16,None,24.79,Month-to-Month,19.75,0
6551-GNYDG,1,33,1,1,7,14,None,40.22,Month-to-Month,80.9,0
4277-PVRAN,1,34,0,0,0,8,None,36.39,Month-to-Month,80.1,1
0363-SVHYR,0,28,1,3,10,71,Offer A,10.11,Two Year,86.85,0
8735-SDUFN,1,65,1,0,5,72,Offer A,8.68,Two Year,24.3,0
0219-YTZUE,0,26,1,0,5,4,Offer E,28.77,Month-to-Month,84.8,1
6797-UCJHZ,1,74,1,0,7,66,Offer A,25.51,One Year,104.6,0
2108-YKQTY,1,42,0,0,0,4,None,9.81,Month-to-Month,50.7,1
9931-KGHOA,1,48,1,0,9,46,None,13.05,Month-to-Month,55.0,0
7469-LKBCI,0,21,0,0,0,16,Offer D,32.62,Two Year,18.95,0
3855-ONCAR,1,35,1,3,9,4,None,41.93,Month-to-Month,78.9,0
0853-TWRVK,0,59,1,0,5,72,None,6.15,Two Year,105.6,0
7696-AMHOD,1,23,1,1,10,49,None,9.07,One Year,78.0,0
6303-KFWSL,1,28,0,0,0,29,None,39.35,One Year,55.25,0
5092-STPKP,1,45,0,0,0,24,None,30.18,Month-to-Month,56.35,0
7130-VTEWQ,1,74,0,0,0,8,None,13.8,Month-to-Month,75.75,1
2479-BRAMR,0,74,1,0,1,41,Offer B,45.84,Month-to-Month,83.75,1
7184-LRUUR,1,22,0,0,0,22,None,1.74,One Year,65.25,0
7586-ZATGZ,0,59,0,0,0,40,None,17.83,Month-to-Month,84.9,0
0326-VDYXE,1,21,1,0,9,70,Offer A,16.66,One Year,97.65,0
1452-VOQCH,0,61,0,0,0,1,None,4.53,Month-to-Month,75.1,0
8519-IMDHU,0,74,1,0,1,15,None,45.25,Month-to-Month,85.6,1
1937-OTUKY,1,32,1,0,1,72,None,25.48,Two Year,98.2,0
2293-IJWPS,1,39,1,0,5,57,Offer B,3.72,One Year,100.75,0
5419-JPRRN,0,32,0,0,0,1,None,10.38,Month-to-Month,101.45,1
5916-QEWPT,1,61,1,0,1,2,Offer E,27.41,Month-to-Month,69.0,0
6122-LJADA,0,31,1,1,7,70,None,2.5,Two Year,90.15,0
3146-JTQHR,0,23,1,0,3,10,Offer D,39.35,One Year,19.6,0
3546-GHEAE,0,29,0,0,0,7,None,9.43,Two Year,19.45,0
3533-UVMOM,0,56,1,0,4,68,None,11.94,Two Year,70.95,0
0181-RITDD,0,42,1,3,2,62,None,1.76,Two Year,108.15,0
0634-SZPQA,1,64,0,0,0,23,None,3.55,Month-to-Month,90.05,1
3365-SAIGS,1,60,0,0,0,17,None,22.61,Month-to-Month,83.55,0
9375-MHRRS,0,37,0,0,0,6,Offer E,23.01,Month-to-Month,50.05,0
6461-PPAXN,1,20,1,0,5,35,None,42.18,One Year,54.95,0
7252-NTGSS,1,43,0,0,0,1,None,42.34,Month-to-Month,45.15,0
8033-VCZGH,0,27,1,0,0,50,None,23.28,One Year,103.95,0
2930-UOTMB,1,29,0,0,0,31,Offer C,31.14,Month-to-Month,65.25,1
4188-PCPIG,1,32,1,0,1,57,Offer B,48.0,Two Year,70.35,0
6616-AALSR,1,23,1,1,5,65,None,13.17,Two Year,104.3,0
3097-NQYSN,0,73,1,0,3,2,None,4.19,Month-to-Month,86.85,1
3086-RUCRN,1,33,0,0,0,66,Offer A,43.14,Month-to-Month,103.1,0
1785-BPHTP,0,64,1,2,6,28,None,3.18,Month-to-Month,85.45,0
1442-OKRJE,0,40,1,2,7,66,None,39.45,One Year,103.15,0
9073-ZZIAY,0,51,1,0,2,62,None,43.2,Two Year,86.1,0
3987-KQDDU,0,58,0,0,0,9,None,21.11,Month-to-Month,75.6,0
0674-DGMAQ,0,78,1,0,9,32,Offer C,43.54,Two Year,93.5,0
0848-ZGQIJ,1,56,1,0,3,16,Offer D,10.5,Month-to-Month,94.65,0
7114-AEOZE,1,53,0,0,0,60,Offer B,31.12,Two Year,19.85,0
7375-WMVMT,0,75,1,0,2,71,None,1.23,Two Year,95.5,0
4395-PZMSN,0,67,0,0,0,5,Offer E,18.38,Two Year,85.55,0
2808-CHTDM,1,47,1,2,4,23,None,35.86,Two Year,25.1,0
7073-QETQY,0,59,1,0,9,66,Offer A,45.03,One Year,20.35,0
8404-GFGCZ,0,49,1,0,7,4,Offer E,10.13,Month-to-Month,65.6,0
8917-FAEMR,1,28,0,0,0,37,None,26.49,Two Year,19.85,0
7924-GJZFI,1,75,1,0,7,25,None,38.59,Two Year,69.3,0
0628-CNQRM,0,49,1,0,1,22,None,19.8,One Year,67.5,1
5081-NWSUP,1,54,0,0,0,10,Offer D,37.45,One Year,64.9,0
6326-MTTXK,0,56,0,0,0,8,Offer E,3.27,Month-to-Month,100.85,1
